Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,Date,Game_Name
June 2019,363083.37,-22757.23,-5.90%,745960,https://steamcharts.com/app/578080,2019-06-01,PUBG: Battlegrounds
May 2019,385840.59,-4260.30,-1.09%,817595,https://steamcharts.com/app/578080,2019-05-01,PUBG: Battlegrounds
April 2019,390100.90,-27711.61,-6.63%,886255,https://steamcharts.com/app/578080,2019-04-01,PUBG: Battlegrounds
March 2019,417812.51,-20146.59,-4.60%,931407,https://steamcharts.com/app/578080,2019-03-01,PUBG: Battlegrounds
February 2019,437959.10,-59844.15,-12.02%,931754,https://steamcharts.com/app/578080,2019-02-01,PUBG: Battlegrounds
January 2019,497803.25,24261.99,+5.12%,1084606,https://steamcharts.com/app/578080,2019-01-01,PUBG: Battlegrounds
December 2018,473541.26,55381.78,+13.24%,1109766,https://steamcharts.com/app/578080,2018-12-01,PUBG: Battlegrounds
November 2018,418159.48,-50982.25,-10.87%,895650,https://steamcharts.com/app/578080,2018-11-01,PUBG: Battlegrounds
October 2018,469141.74,-73465.31,-13.54%,1048662,https://steamcharts.com/app/578080,2018-10-01,PUBG: Battlegrounds
September 2018,542607.05,-76713.44,-12.39%,1125229,https://steamcharts.com/app/578080,2018-09-01,PUBG: Battlegrounds
August 2018,619320.48,-69299.93,-10.06%,1260894,https://steamcharts.com/app/578080,2018-08-01,PUBG: Battlegrounds
July 2018,688620.42,-112047.81,-13.99%,1350463,https://steamcharts.com/app/578080,2018-07-01,PUBG: Battlegrounds
June 2018,800668.23,-75512.41,-8.62%,1750216,https://steamcharts.com/app/578080,2018-06-01,PUBG: Battlegrounds
May 2018,876180.64,-231001.16,-20.86%,2175704,https://steamcharts.com/app/578080,2018-05-01,PUBG: Battlegrounds
April 2018,1107181.80,-188226.79,-14.53%,2456361,https://steamcharts.com/app/578080,2018-04-01,PUBG: Battlegrounds
March 2018,1295408.59,-95606.71,-6.87%,2799269,https://steamcharts.com/app/578080,2018-03-01,PUBG: Battlegrounds
February 2018,1391015.30,-193871.48,-12.23%,2934761,https://steamcharts.com/app/578080,2018-02-01,PUBG: Battlegrounds
January 2018,1584886.77,148728.26,+10.36%,3236027,https://steamcharts.com/app/578080,2018-01-01,PUBG: Battlegrounds
December 2017,1436158.51,101988.42,+7.64%,3080769,https://steamcharts.com/app/578080,2017-12-01,PUBG: Battlegrounds
November 2017,1334170.09,247531.23,+22.78%,2915723,https://steamcharts.com/app/578080,2017-11-01,PUBG: Battlegrounds
October 2017,1086638.87,426446.12,+64.59%,2390946,https://steamcharts.com/app/578080,2017-10-01,PUBG: Battlegrounds
September 2017,660192.74,270665.33,+69.49%,1550463,https://steamcharts.com/app/578080,2017-09-01,PUBG: Battlegrounds
August 2017,389527.42,159825.72,+69.58%,874171,https://steamcharts.com/app/578080,2017-08-01,PUBG: Battlegrounds
July 2017,229701.70,89799.46,+64.19%,481291,https://steamcharts.com/app/578080,2017-07-01,PUBG: Battlegrounds
June 2017,139902.24,32460.64,+30.21%,267194,https://steamcharts.com/app/578080,2017-06-01,PUBG: Battlegrounds
May 2017,107441.60,37646.63,+53.94%,189456,https://steamcharts.com/app/578080,2017-05-01,PUBG: Battlegrounds
April 2017,69794.98,52243.84,+297.67%,140104,https://steamcharts.com/app/578080,2017-04-01,PUBG: Battlegrounds
March 2017,17551.14,,,67846,https://steamcharts.com/app/578080,2017-03-01,PUBG: Battlegrounds
September 2021,139647.96,-29880.22,-17.63%,273617,https://steamcharts.com/app/1172470,2021-09-01,Apex Legends
August 2021,169528.17,38377.10,+29.26%,330476,https://steamcharts.com/app/1172470,2021-08-01,Apex Legends
July 2021,131151.07,-5288.83,-3.88%,262129,https://steamcharts.com/app/1172470,2021-07-01,Apex Legends
June 2021,136439.90,-27798.11,-16.93%,266591,https://steamcharts.com/app/1172470,2021-06-01,Apex Legends
May 2021,164238.01,39332.88,+31.49%,330879,https://steamcharts.com/app/1172470,2021-05-01,Apex Legends
April 2021,124905.13,-1215.93,-0.96%,217728,https://steamcharts.com/app/1172470,2021-04-01,Apex Legends
March 2021,126121.06,5138.42,+4.25%,228439,https://steamcharts.com/app/1172470,2021-03-01,Apex Legends
February 2021,120982.64,49215.90,+68.58%,196799,https://steamcharts.com/app/1172470,2021-02-01,Apex Legends
January 2021,71766.74,7296.99,+11.32%,129928,https://steamcharts.com/app/1172470,2021-01-01,Apex Legends
December 2020,64469.75,-10487.50,-13.99%,112076,https://steamcharts.com/app/1172470,2020-12-01,Apex Legends
November 2020,74957.26,,,117193,https://steamcharts.com/app/1172470,2020-11-01,Apex Legends
September 2021,81854.01,6838.04,+9.12%,100830,https://steamcharts.com/app/440,2021-09-01,Team Fortress 2
August 2021,75015.97,-10141.52,-11.91%,92436,https://steamcharts.com/app/440,2021-08-01,Team Fortress 2
July 2021,85157.49,-21065.46,-19.83%,134736,https://steamcharts.com/app/440,2021-07-01,Team Fortress 2
June 2021,106222.95,16690.73,+18.64%,150037,https://steamcharts.com/app/440,2021-06-01,Team Fortress 2
May 2021,89532.22,1345.22,+1.53%,123327,https://steamcharts.com/app/440,2021-05-01,Team Fortress 2
April 2021,88187.00,-516.56,-0.58%,118950,https://steamcharts.com/app/440,2021-04-01,Team Fortress 2
March 2021,88703.56,-12527.35,-12.38%,113107,https://steamcharts.com/app/440,2021-03-01,Team Fortress 2
February 2021,101230.91,18082.74,+21.75%,133620,https://steamcharts.com/app/440,2021-02-01,Team Fortress 2
January 2021,83148.17,724.66,+0.88%,111102,https://steamcharts.com/app/440,2021-01-01,Team Fortress 2
December 2020,82423.51,12118.72,+17.24%,146887,https://steamcharts.com/app/440,2020-12-01,Team Fortress 2
November 2020,70304.79,-3289.29,-4.47%,101610,https://steamcharts.com/app/440,2020-11-01,Team Fortress 2
October 2020,73594.08,4727.84,+6.87%,130548,https://steamcharts.com/app/440,2020-10-01,Team Fortress 2
September 2020,68866.24,1922.66,+2.87%,86576,https://steamcharts.com/app/440,2020-09-01,Team Fortress 2
August 2020,66943.58,-2358.31,-3.40%,96577,https://steamcharts.com/app/440,2020-08-01,Team Fortress 2
July 2020,69301.89,4131.99,+6.34%,89648,https://steamcharts.com/app/440,2020-07-01,Team Fortress 2
June 2020,65169.91,-1223.89,-1.84%,79946,https://steamcharts.com/app/440,2020-06-01,Team Fortress 2
May 2020,66393.80,-793.33,-1.18%,85744,https://steamcharts.com/app/440,2020-05-01,Team Fortress 2
April 2020,67187.12,-791.81,-1.16%,88124,https://steamcharts.com/app/440,2020-04-01,Team Fortress 2
March 2020,67978.93,7869.89,+13.09%,85149,https://steamcharts.com/app/440,2020-03-01,Team Fortress 2
February 2020,60109.05,511.17,+0.86%,78393,https://steamcharts.com/app/440,2020-02-01,Team Fortress 2
January 2020,59597.88,-2098.02,-3.40%,76738,https://steamcharts.com/app/440,2020-01-01,Team Fortress 2
December 2019,61695.90,11380.00,+22.62%,103481,https://steamcharts.com/app/440,2019-12-01,Team Fortress 2
November 2019,50315.89,-1678.04,-3.23%,69869,https://steamcharts.com/app/440,2019-11-01,Team Fortress 2
October 2019,51993.93,3661.04,+7.57%,73467,https://steamcharts.com/app/440,2019-10-01,Team Fortress 2
September 2019,48332.88,2788.01,+6.12%,64640,https://steamcharts.com/app/440,2019-09-01,Team Fortress 2
August 2019,45544.88,-3994.12,-8.06%,64518,https://steamcharts.com/app/440,2019-08-01,Team Fortress 2
July 2019,49538.99,6536.45,+15.20%,93245,https://steamcharts.com/app/440,2019-07-01,Team Fortress 2
June 2019,43002.54,3925.62,+10.05%,57130,https://steamcharts.com/app/440,2019-06-01,Team Fortress 2
May 2019,39076.92,-3428.13,-8.07%,54127,https://steamcharts.com/app/440,2019-05-01,Team Fortress 2
April 2019,42505.05,-3434.96,-7.48%,60330,https://steamcharts.com/app/440,2019-04-01,Team Fortress 2
March 2019,45940.01,-1767.58,-3.71%,63379,https://steamcharts.com/app/440,2019-03-01,Team Fortress 2
February 2019,47707.59,-2803.70,-5.55%,65290,https://steamcharts.com/app/440,2019-02-01,Team Fortress 2
January 2019,50511.29,-81.11,-0.16%,66649,https://steamcharts.com/app/440,2019-01-01,Team Fortress 2
December 2018,50592.40,-2491.76,-4.69%,116141,https://steamcharts.com/app/440,2018-12-01,Team Fortress 2
November 2018,53084.17,4317.94,+8.85%,93560,https://steamcharts.com/app/440,2018-11-01,Team Fortress 2
October 2018,48766.22,7764.10,+18.94%,97329,https://steamcharts.com/app/440,2018-10-01,Team Fortress 2
September 2018,41002.12,-2630.22,-6.03%,58152,https://steamcharts.com/app/440,2018-09-01,Team Fortress 2
August 2018,43632.35,-2517.02,-5.45%,57772,https://steamcharts.com/app/440,2018-08-01,Team Fortress 2
July 2018,46149.36,1941.94,+4.39%,59658,https://steamcharts.com/app/440,2018-07-01,Team Fortress 2
June 2018,44207.43,5360.40,+13.80%,57752,https://steamcharts.com/app/440,2018-06-01,Team Fortress 2
May 2018,38847.02,-333.43,-0.85%,56049,https://steamcharts.com/app/440,2018-05-01,Team Fortress 2
April 2018,39180.46,2398.58,+6.52%,58292,https://steamcharts.com/app/440,2018-04-01,Team Fortress 2
March 2018,36781.88,-933.23,-2.47%,57366,https://steamcharts.com/app/440,2018-03-01,Team Fortress 2
February 2018,37715.11,-15716.99,-29.41%,69198,https://steamcharts.com/app/440,2018-02-01,Team Fortress 2
January 2018,53432.10,1615.99,+3.12%,72845,https://steamcharts.com/app/440,2018-01-01,Team Fortress 2
December 2017,51816.11,-453.98,-0.87%,71122,https://steamcharts.com/app/440,2017-12-01,Team Fortress 2
November 2017,52270.09,-2693.20,-4.90%,84022,https://steamcharts.com/app/440,2017-11-01,Team Fortress 2
October 2017,54963.29,3978.11,+7.80%,97248,https://steamcharts.com/app/440,2017-10-01,Team Fortress 2
September 2017,50985.18,-2007.30,-3.79%,73411,https://steamcharts.com/app/440,2017-09-01,Team Fortress 2
August 2017,52992.48,1131.07,+2.18%,69172,https://steamcharts.com/app/440,2017-08-01,Team Fortress 2
July 2017,51861.41,-546.65,-1.04%,66951,https://steamcharts.com/app/440,2017-07-01,Team Fortress 2
June 2017,52408.06,2282.05,+4.55%,69895,https://steamcharts.com/app/440,2017-06-01,Team Fortress 2
May 2017,50126.01,-1607.51,-3.11%,73188,https://steamcharts.com/app/440,2017-05-01,Team Fortress 2
April 2017,51733.52,2250.33,+4.55%,72616,https://steamcharts.com/app/440,2017-04-01,Team Fortress 2
March 2017,49483.19,-2304.17,-4.45%,74656,https://steamcharts.com/app/440,2017-03-01,Team Fortress 2
February 2017,51787.36,-648.82,-1.24%,77381,https://steamcharts.com/app/440,2017-02-01,Team Fortress 2
January 2017,52436.19,2295.43,+4.58%,77405,https://steamcharts.com/app/440,2017-01-01,Team Fortress 2
December 2016,50140.76,3236.52,+6.90%,71438,https://steamcharts.com/app/440,2016-12-01,Team Fortress 2
November 2016,46904.24,994.17,+2.17%,77056,https://steamcharts.com/app/440,2016-11-01,Team Fortress 2
October 2016,45910.06,-2631.15,-5.42%,81153,https://steamcharts.com/app/440,2016-10-01,Team Fortress 2
September 2016,48541.21,-5201.28,-9.68%,74797,https://steamcharts.com/app/440,2016-09-01,Team Fortress 2
August 2016,53742.49,-716.86,-1.32%,72111,https://steamcharts.com/app/440,2016-08-01,Team Fortress 2
July 2016,54459.35,3096.62,+6.03%,72643,https://steamcharts.com/app/440,2016-07-01,Team Fortress 2
June 2016,51362.73,1558.32,+3.13%,72453,https://steamcharts.com/app/440,2016-06-01,Team Fortress 2
May 2016,49804.41,-1630.34,-3.17%,77972,https://steamcharts.com/app/440,2016-05-01,Team Fortress 2
April 2016,51434.75,-1319.62,-2.50%,81206,https://steamcharts.com/app/440,2016-04-01,Team Fortress 2
March 2016,52754.37,-110.34,-0.21%,83425,https://steamcharts.com/app/440,2016-03-01,Team Fortress 2
February 2016,52864.72,101.19,+0.19%,83544,https://steamcharts.com/app/440,2016-02-01,Team Fortress 2
January 2016,52763.52,-209.42,-0.40%,80583,https://steamcharts.com/app/440,2016-01-01,Team Fortress 2
December 2015,52972.94,827.71,+1.59%,82824,https://steamcharts.com/app/440,2015-12-01,Team Fortress 2
November 2015,52145.23,-3111.36,-5.63%,91588,https://steamcharts.com/app/440,2015-11-01,Team Fortress 2
October 2015,55256.59,-520.18,-0.93%,91684,https://steamcharts.com/app/440,2015-10-01,Team Fortress 2
September 2015,55776.77,-4708.02,-7.78%,90718,https://steamcharts.com/app/440,2015-09-01,Team Fortress 2
August 2015,60484.79,-293.95,-0.48%,85201,https://steamcharts.com/app/440,2015-08-01,Team Fortress 2
July 2015,60778.74,4434.17,+7.87%,83241,https://steamcharts.com/app/440,2015-07-01,Team Fortress 2
June 2015,56344.56,757.65,+1.36%,78971,https://steamcharts.com/app/440,2015-06-01,Team Fortress 2
May 2015,55586.91,1053.91,+1.93%,84603,https://steamcharts.com/app/440,2015-05-01,Team Fortress 2
April 2015,54533.01,415.29,+0.77%,84438,https://steamcharts.com/app/440,2015-04-01,Team Fortress 2
March 2015,54117.72,-2351.85,-4.16%,89571,https://steamcharts.com/app/440,2015-03-01,Team Fortress 2
February 2015,56469.57,-2080.81,-3.55%,90599,https://steamcharts.com/app/440,2015-02-01,Team Fortress 2
January 2015,58550.38,158.81,+0.27%,94272,https://steamcharts.com/app/440,2015-01-01,Team Fortress 2
December 2014,58391.58,1658.84,+2.92%,97449,https://steamcharts.com/app/440,2014-12-01,Team Fortress 2
November 2014,56732.74,-1244.24,-2.15%,104323,https://steamcharts.com/app/440,2014-11-01,Team Fortress 2
October 2014,57976.98,2885.39,+5.24%,101741,https://steamcharts.com/app/440,2014-10-01,Team Fortress 2
September 2014,55091.58,-4137.20,-6.99%,93749,https://steamcharts.com/app/440,2014-09-01,Team Fortress 2
August 2014,59228.78,2524.48,+4.45%,83414,https://steamcharts.com/app/440,2014-08-01,Team Fortress 2
July 2014,56704.31,3361.58,+6.30%,76060,https://steamcharts.com/app/440,2014-07-01,Team Fortress 2
June 2014,53342.72,5442.46,+11.36%,90242,https://steamcharts.com/app/440,2014-06-01,Team Fortress 2
May 2014,47900.26,-1770.94,-3.57%,80053,https://steamcharts.com/app/440,2014-05-01,Team Fortress 2
April 2014,49671.20,525.60,+1.07%,80730,https://steamcharts.com/app/440,2014-04-01,Team Fortress 2
March 2014,49145.60,-671.83,-1.35%,82998,https://steamcharts.com/app/440,2014-03-01,Team Fortress 2
February 2014,49817.43,-844.88,-1.67%,83502,https://steamcharts.com/app/440,2014-02-01,Team Fortress 2
January 2014,50662.31,2760.77,+5.76%,83323,https://steamcharts.com/app/440,2014-01-01,Team Fortress 2
December 2013,47901.53,3365.19,+7.56%,86393,https://steamcharts.com/app/440,2013-12-01,Team Fortress 2
November 2013,44536.35,1728.19,+4.04%,79961,https://steamcharts.com/app/440,2013-11-01,Team Fortress 2
October 2013,42808.16,-906.20,-2.07%,74370,https://steamcharts.com/app/440,2013-10-01,Team Fortress 2
September 2013,43714.36,-6610.36,-13.14%,77493,https://steamcharts.com/app/440,2013-09-01,Team Fortress 2
August 2013,50324.72,1623.95,+3.33%,74504,https://steamcharts.com/app/440,2013-08-01,Team Fortress 2
July 2013,48700.77,-2039.12,-4.02%,72803,https://steamcharts.com/app/440,2013-07-01,Team Fortress 2
June 2013,50739.88,6106.97,+13.68%,77349,https://steamcharts.com/app/440,2013-06-01,Team Fortress 2
May 2013,44632.91,2690.40,+6.41%,75126,https://steamcharts.com/app/440,2013-05-01,Team Fortress 2
April 2013,41942.51,-1393.69,-3.22%,71706,https://steamcharts.com/app/440,2013-04-01,Team Fortress 2
March 2013,43336.20,125.45,+0.29%,72799,https://steamcharts.com/app/440,2013-03-01,Team Fortress 2
February 2013,43210.75,-1044.31,-2.36%,72893,https://steamcharts.com/app/440,2013-02-01,Team Fortress 2
January 2013,44255.06,631.07,+1.45%,74300,https://steamcharts.com/app/440,2013-01-01,Team Fortress 2
December 2012,43623.98,1125.45,+2.65%,73695,https://steamcharts.com/app/440,2012-12-01,Team Fortress 2
November 2012,42498.53,-4480.17,-9.54%,80988,https://steamcharts.com/app/440,2012-11-01,Team Fortress 2
October 2012,46978.70,-3720.37,-7.34%,106853,https://steamcharts.com/app/440,2012-10-01,Team Fortress 2
September 2012,50699.07,-10862.30,-17.64%,90232,https://steamcharts.com/app/440,2012-09-01,Team Fortress 2
August 2012,61561.37,15994.47,+35.10%,117917,https://steamcharts.com/app/440,2012-08-01,Team Fortress 2
July 2012,45566.90,,,62321,https://steamcharts.com/app/440,2012-07-01,Team Fortress 2
September 2021,81232.20,-37668.37,-31.68%,151408,https://steamcharts.com/app/271590,2021-09-01,Grand Theft Auto V
August 2021,118900.57,5905.15,+5.23%,214591,https://steamcharts.com/app/271590,2021-08-01,Grand Theft Auto V
July 2021,112995.42,24080.02,+27.08%,218784,https://steamcharts.com/app/271590,2021-07-01,Grand Theft Auto V
June 2021,88915.40,4158.64,+4.91%,155599,https://steamcharts.com/app/271590,2021-06-01,Grand Theft Auto V
May 2021,84756.76,-7891.05,-8.52%,146011,https://steamcharts.com/app/271590,2021-05-01,Grand Theft Auto V
April 2021,92647.80,2854.96,+3.18%,178142,https://steamcharts.com/app/271590,2021-04-01,Grand Theft Auto V
March 2021,89792.84,-854.80,-0.94%,183227,https://steamcharts.com/app/271590,2021-03-01,Grand Theft Auto V
February 2021,90647.64,-10602.95,-10.47%,146438,https://steamcharts.com/app/271590,2021-02-01,Grand Theft Auto V
January 2021,101250.59,-5663.68,-5.30%,184941,https://steamcharts.com/app/271590,2021-01-01,Grand Theft Auto V
December 2020,106914.27,30195.93,+39.36%,258539,https://steamcharts.com/app/271590,2020-12-01,Grand Theft Auto V
November 2020,76718.34,9525.31,+14.18%,157355,https://steamcharts.com/app/271590,2020-11-01,Grand Theft Auto V
October 2020,67193.03,-854.00,-1.26%,128578,https://steamcharts.com/app/271590,2020-10-01,Grand Theft Auto V
September 2020,68047.03,-20351.33,-23.02%,126174,https://steamcharts.com/app/271590,2020-09-01,Grand Theft Auto V
August 2020,88398.36,4743.64,+5.67%,154677,https://steamcharts.com/app/271590,2020-08-01,Grand Theft Auto V
July 2020,83654.72,-16098.13,-16.14%,134093,https://steamcharts.com/app/271590,2020-07-01,Grand Theft Auto V
June 2020,99752.85,-41617.03,-29.44%,180302,https://steamcharts.com/app/271590,2020-06-01,Grand Theft Auto V
May 2020,141369.88,15283.15,+12.12%,260562,https://steamcharts.com/app/271590,2020-05-01,Grand Theft Auto V
April 2020,126086.73,9700.36,+8.33%,243284,https://steamcharts.com/app/271590,2020-04-01,Grand Theft Auto V
March 2020,116386.37,-26338.11,-18.45%,209493,https://steamcharts.com/app/271590,2020-03-01,Grand Theft Auto V
February 2020,142724.48,31424.28,+28.23%,267360,https://steamcharts.com/app/271590,2020-02-01,Grand Theft Auto V
January 2020,111300.20,13522.51,+13.83%,214796,https://steamcharts.com/app/271590,2020-01-01,Grand Theft Auto V
